Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,Close,High,Low,Open,Volume
2025-03-31,574.5675048828125,576.9002542510486,551.5792239532071,561.7475141060938,21124700
2025-04-01,584.1774291992188,588.0752415879734,568.227192224496,569.0646064376122,12836600
2025-04-02,582.1138916015625,590.8167206530089,571.5767584264657,573.121925548239,13470800
2025-04-03,529.966552734375,550.8414276639292,528.6506508916572,544.5211195346319,34777500
2025-04-04,503.1602478027344,516.3889657610956,492.66299842221946,505.04435388504976,38589800
2025-04-07,514.6444702148438,537.6925624927222,480.4012921169833,483.5913523338717,36606100
2025-04-08,508.86248779296875,545.7274587202911,501.29606629091035,541.5604660254379,28034200
2025-04-09,583.9482421875,586.06164400195,500.54839536763654,507.68613102008703,39216600
2025-04-10,544.591064453125,579.4921961810471,533.6352521175596,573.7002672016247,28173500
2025-04-11,541.8795166015625,545.6976224228102,526.9461235413648,533.8445854574395,17642300
2025-04-14,529.8270263671875,556.0353008675298,526.6370273527008,554.4402405149555,14130900
2025-04-15,519.8980712890625,536.2669873917704,515.8905541802854,530.4551018896253,15558700
2025-04-16,500.7477722167969,511.77337227474317,494.0885548667942,506.92850187672303,18735100
